Position,376217,Berlin, Germany,location,52.52437,13.41053
Position,393496,Bergen, Norway,location,60.39293,5.324579
Position,373033,Berne, Switzerland,location,46.94809,7.44744
Position,460643,Berdyans'k, Ukraine,location,46.7663,36.79882
Position,387773,Bergamo, Italy,location,45.69798,9.66895
Position,376214,Bergisch Gladbach, Germany,location,50.9856,7.13298
Position,407720,Berdychiv, Ukraine,location,49.89928,28.60235
Position,393170,Bergen op Zoom, Netherlands,location,51.49509,4.2916293
